ID,IssueDateTime,DeclarationOfficeID,ProcessType,TransactionNature,Type,PaymentType,BorderTransportMeans,DeclarerID,ImporterID,SellerID,ExpressID,ClassificationID,ExportationCountry,OriginCountry,TaxRate,DisplayIndicator,DutyRegime,TotalGrossMassMeasure(KG),AdValoremTaxBaseAmount(Won),Fake
75006965,2020-06-11,62,B,11,21,18,10,TO5XNG0,7WNL1IT,9T15NML,,8409999090,AU,ES,8.0,A,B,4.0,239.2,0
93451568,2020-06-11,40,B,11,23,11,40,1E7PNI5,AEI99CU,0XYL57P,,3923300000,CN,CN,6.5,C,E,58.0,585.8,0
19500512,2020-06-11,40,B,11,21,11,10,B5AGS2U,FF742JH,QR0AB9U,,8449009000,CN,CN,8.0,A,G,29.0,13137.0,0
99908657,2020-06-11,20,B,11,21,11,40,ED2RH0Y,7GXVU4C,VHB79RM,,8207501090,DE,DE,0.0,FEU1,G,262.1,106045.66000000002,0
57731941,2020-06-11,20,B,89,23,11,40,SK0HQC0,8JRB7C5,U6M3MMS,,3919900000,VN,KR,6.5,C,G,203.8,20.380000000000003,0
18268806,2020-06-11,20,B,11,21,14,40,PF1L1IG,XGVR67F,ZC050UH,,1102200000,NL,NL,5.0,A,E,67500.0,12069000.0,0
23255999,2020-06-11,20,B,11,21,11,10,Y6CK7ME,EMXDZK8,XKFLM1G,,3307490000,DE,CZ,0.0,FEU1,B,4.0,25.2,0
92859071,2020-06-12,16,B,11,21,14,10,RJ537HX,1S8JW5N,JJLWMI2,,8703401000,JP,JP,8.0,C,Y,1640.0,10965040.0,0
59335334,2020-06-12,20,B,89,21,11,10,DT7JY3J,XAA89PR,9JG4ZKV,,3005902000,CN,CN,0.0,C,G,7381.0,20023176.8,1
18314576,2020-06-12,20,B,11,21,11,30,6YV2O43,V9WM82O,6RC0XUY,,9615901000,CN,CN,0.0,FCN1,G,2.0,5.8,0
86637775,2020-06-12,40,B,11,21,11,40,00F610A,E8XE5RE,1CDMOEE,,9503003919,CN,CN,4.8,FCN1,E,1999.0,133733.1,0
44011921,2020-06-12,20,B,11,21,14,40,M96WZP8,2WM03C2,YLSHCWD,HE8ATP,8212100000,IN,IN,8.0,A,S,2.5,250.5,0
75133157,2020-06-12,62,B,11,21,11,10,RXFFFCY,LBU8GMW,PUR3454,,710802000,CN,CN,27.0,A,G,24000.0,7036800.0,0
57450519,2020-06-12,30,B,11,21,43,50,37P1HWU,FCXNHWS,0XY7W0I,,3824999090,CN,CN,0.0,FCN1,G,14400.0,180000.0,0
56974068,2020-06-12,20,B,11,21,14,50,9GNAJ7L,IWH4YJJ,O9QXSRZ,MWIDNS,9405103000,IT,IT,8.0,A,B,121.0,7792.400000000001,1
92000948,2020-06-12,40,B,11,21,43,10,K2LWY3B,9U0P78U,3EVLVZQ,,3926909000,CN,CN,3.9,FCN1,E,14.0,8.4,0
27659393,2020-06-12,30,B,94,26,11,50,9GNAJ7L,4QW0QIK,HW917T3,,3305909000,TH,TH,5.0,A,G,2720.0,706112.0000000001,0
36462056,2020-06-12,20,B,11,21,43,10,3L9AEFP,JTI27MR,5LRGJO0,,5515119000,CN,CN,6.0,FCN1,Y,724.0,31638.800000000003,0
86144208,2020-06-12,16,B,11,21,14,40,B5AGS2U,GI7LW8D,3NQWDS5,VZIZJJ,1207999000,VN,IN,3.0,A,E,7725.0,3408270.0,0
74583495,2020-06-12,30,B,11,21,11,10,DWNJQL8,E7IBBDC,MECFJZ8,W6UCD9,7326909000,CN,CN,0.0,FCN1,B,1923.0,2884.5,1
94434664,2020-06-12,40,B,87,21,0,10,QXEKXRD,O6ZSTCJ,M49693O,,2103202000,US,US,0.0,FUS1,B,15602.7,8199218.850000001,0
49152135,2020-06-12,20,B,11,21,11,40,FWHQASL,TVNRKLK,KMTMF23,,3304109000,SG,US,6.5,C,B,6.0,16017.6,0
76793438,2020-06-12,40,B,11,21,11,10,9Z8AYH4,7CM9CPR,STQJGWH,,7020009000,IT,IT,8.0,A,E,314.3,13452.04,1
58942810,2020-06-12,20,B,11,21,11,10,1XCM1XF,C5KSKT4,,,710807000,CN,CN,27.0,A,E,120000.0,31824000.0,0
31938728,2020-06-12,40,B,11,21,11,10,ZQLV58T,IJ5V5XN,XUG2ROX,MWIDNS,8504402099,HK,CN,2.0,C,S,310.0,141887.0,1
72836155,2020-06-12,40,B,11,21,43,40,LGHP8UE,N9INWXL,7U8TTPP,FDLUKP,8543709090,CN,CN,8.0,A,Y,30.0,756.0,0
19287195,2020-06-12,41,B,11,21,43,40,K2LWY3B,0H58HO6,1DG3P1C,,8541909000,VN,KR,0.0,C,G,200.0,171280.0,1
26387824,2020-06-12,152,B,11,28,11,10,LY5ONFW,BEU8MVR,6SWO3BN,OY910J,8703401000,JP,JP,8.0,C,E,1720.0,11499920.0,0
47222586,2020-06-12,40,B,11,21,11,40,GN81ZZR,MZAEW69,3B5OW83,,9019102000,CN,CN,0.0,C,B,36.4,189.28,0
60639776,2020-06-12,40,B,11,21,11,10,D3V1AKD,IWH4YJJ,V7U393R,,2204212000,AU,NZ,15.0,F,B,900.0,21600.0,0
32426883,2020-06-12,40,B,11,31,11,40,HBA4R25,B4I7TBQ,ZNA4205,,9102199090,CN,CN,8.0,A,B,126.0,397580.4,0
88516831,2020-06-12,40,B,11,21,43,10,97ELD50,B7ZNY8X,2F9P5SX,,6204630000,VN,VN,0.0,FVN1,S,181.5,11942.7,0
56481294,2020-06-12,53,B,11,21,11,40,90QOU11,ZZEH710,KEDMHDN,,710802000,CN,CN,27.0,A,B,24000.0,7036800.0,0
50873343,2020-06-12,10,B,11,21,11,40,5PDPMM1,G32AE5Q,825RJDT,,9401719000,CN,CN,0.0,C,Y,250.0,69650.0,0
37193957,2020-06-12,20,B,11,21,11,10,FOVFD9M,7XQG2NZ,PBP2MYI,N7NYF0,3926909000,CN,CN,3.4,FCN1,E,150.0,90.0,0
35514237,2020-06-12,80,B,11,21,11,10,9GVIG2T,3Q2KXL5,WH4CTC4,,8112290000,US,US,0.0,FUS1,G,308.0,1301577.2,0
78787404,2020-06-12,40,B,11,11,11,10,RK0EFIS,NAZMPCU,GJKX3I4,,6504000000,CN,CN,0.0,FCN1,S,41.0,2550.2000000000003,0
58943214,2020-06-12,153,B,11,21,14,40,DMIWF1P,C5KSKT4,H40BV8D,,8205599000,CN,CN,3.2,FCN1,G,152.4,2667.0,1
86386050,2020-06-12,30,B,11,21,14,10,1U0VYZN,JG7ZC4D,Q4P3BCC,,8543704090,CN,CN,4.8,FCN1,E,341.0,750.2,0
26305058,2020-06-12,40,B,11,21,13,40,7OB24ZT,1WJ3SL7,DRMLFL7,VZIZJJ,4202999000,CN,CN,8.0,A,S,9.8,95.06,0
75480841,2020-06-12,30,B,11,21,43,40,LIDFHWP,ZL2YQT0,PRKKD9P,,9018909090,NL,CN,0.0,C1,Y,1.0,50.3,0
79622869,2020-06-12,40,B,11,21,11,40,PF1L1IG,DKWQFPD,EMDV6KB,,9404900000,CN,CN,8.0,A,E,1206.0,27858.6,0
34677262,2020-06-12,40,B,11,21,43,10,5U5EWL2,5RYZMVO,HBJXEK9,,8413509020,DE,DE,0.0,FEU1,B,72.0,494344.8,0
63968761,2020-06-12,40,B,11,21,43,40,0KYIOTQ,UV7P0FG,H3QHOD7,W6UCD9,6214900000,CN,CN,3.2,FCN1,E,207.0,30760.2,1
25152232,2020-06-12,20,D,11,21,14,10,GY2YQE8,05XSCCC,FZ6NT3E,30GFAP,3004909900,JP,KR,8.0,A,Y,23.5,6533.0,0
76690441,2020-06-12,16,B,11,21,14,10,4DPRBPO,RUH6ZXI,71KRF9P,,7204100000,US,US,0.0,A,S,81318.0,788784.6,0
85654451,2020-06-12,40,B,11,21,11,40,TWNONMM,8SEUZEF,41W8AHR,,910111000,CN,CN,377.3,W2,G,4000.0,752000.0,1
86973409,2020-06-12,40,B,11,21,11,10,DOA1EGY,WE5ELWZ,8G4OSL7,,9031809099,JP,JP,1.3,CIT,E,30.0,942.0,1
20338216,2020-06-12,13,B,11,21,14,40,8OKYMB6,VTYNEDN,GF9LZ4Y,,9025192090,US,US,0.0,C,G,1.4,655.1999999999999,1
95995409,2020-06-12,30,B,11,21,43,10,12WCE9E,AL7JPN2,HFPMLUB,,9401699000,ID,ID,0.0,C,B,200.4,14388.72,1
95873226,2020-06-12,20,B,11,21,11,40,LPA7LKZ,WXCPNY2,CEZJJLI,,6307909000,PH,PH,0.0,FAS1,Y,110.6,254.38,0
87121913,2020-06-12,30,B,11,21,12,10,AHDDNXS,J16PB5J,UQHMADE,,3926909000,CN,CN,3.9,FCN1,Y,330.0,198.0,0
96309413,2020-06-12,40,B,11,21,43,10,9Z8AYH4,J09Z223,2B28GQX,BX52LT,3926909000,CN,CN,3.9,FCN1,Y,90.0,54.0,0
38171758,2020-06-12,30,B,11,11,11,10,XQFHEXF,FSSTFL5,RMCH0MJ,,1208100000,KR,UA,3.0,A,G,6000.0,2004000.0,0
24429659,2020-06-12,23,B,87,11,13,40,HLQTVD1,Z3STLM4,WRC110G,,4901109000,DE,DE,0.0,A,Y,1.0,141.2,0
99998910,2020-06-12,20,B,11,21,11,10,OGSN7P6,ZH8J2V7,LOBP18S,,8471802000,HK,CN,0.0,C,B,0.0,0.0,0
69146735,2020-06-12,20,B,11,21,11,10,6T0AJ3G,O4Q6WYY,2OQZJ37,,6217100000,CN,CN,6.9,FCN1,B,30.0,45.0,0
73179513,2020-06-12,12,B,11,11,43,40,7N4H6JC,TPJKNTJ,GDRFD2Z,VZIZJJ,9405500000,TR,CN,8.0,A,B,64.0,8742.4,1
86930183,2020-06-12,40,B,11,21,11,40,43MSLZK,FJ0AOW5,XOJQ839,,7320909000,JP,JP,8.0,A,G,0.1,9.18,0
11438733,2020-06-12,40,B,11,21,43,10,X2D9TDI,CMG4D7N,BNLP239,,9030100000,US,US,8.0,A,E,8.5,88369.4,1
19259038,2020-06-12,20,B,11,21,11,10,2X6E076,Q7DGPZK,VSM226Z,,3906909000,DE,DE,0.0,FEU1,E,100.0,5820.0,0
27683031,2020-06-12,40,B,11,21,18,10,H4TRKS6,PH2DGD0,1QSC077,,710802000,CN,CN,27.0,A,E,48000.0,14073600.0,0
81069630,2020-06-12,20,B,84,21,11,40,T3TZ0DI,Q5041RK,D6NEX3J,,1211501000,PK,PK,8.0,A,E,24000.0,10063200.0,0
25747785,2020-06-12,14,B,89,21,18,10,NJVSADX,KOOD6VX,KILND1W,LM3SJ4,9618001000,FR,FR,0.0,FEU1,Y,8.9,2581.8900000000003,0
33277172,2020-06-12,40,B,11,26,11,10,M65J4QO,GMK377H,589O1M5,LC6XBR,3926909000,CN,CN,6.5,C,G,187.6,112.56,0
44281675,2020-06-12,20,B,11,21,43,40,U93G98W,FY1F5BF,C90XZ4Z,,3213909000,CN,CN,6.5,C,E,22.1,17196.010000000002,0
93002737,2020-06-12,20,B,11,21,43,10,6T0AJ3G,4O9G51C,53K2FPJ,W6UCD9,6208910000,CN,CN,13.0,A,E,2.0,281.2,0
92760014,2020-06-12,40,B,11,21,11,40,0LA5GOR,MG77MTE,7B6MAYT,,6114301000,ID,ID,0.0,FAS1,B,14.0,1019.2,1
67223608,2020-06-12,33,B,89,28,18,40,08EO4RP,7F1NJAQ,1V5GP9Q,LYVC23,6109101000,BD,BD,0.0,R,G,7860.9,122630.04,0
70683454,2020-06-12,30,B,15,21,0,40,WZUUJ17,5MTND7O,R1TAEYQ,,8479909070,BE,BE,8.0,A,E,59.8,77847.64,0
83787622,2020-06-12,30,B,11,21,11,40,QZE38LM,S0G8Q0I,E44MM7Y,,7117199000,JP,IT,8.0,A,E,0.1,0.18,0
89909619,2020-06-12,13,B,11,21,11,10,46DSL5H,C3DJH50,IPQARUF,,6214200000,IN,IN,0.0,FIN1,E,15.0,1710.0,0
91862016,2020-06-12,40,B,15,21,11,40,3Z185QT,66YGTTI,CSVNWUF,,8451909000,CN,CN,8.0,A,B,13.0,994.5,0
40088286,2020-06-12,40,B,11,21,11,40,NZYZ967,62HYRL6,YWTAB6H,MWIDNS,3926909000,CN,CN,6.5,C,E,39.3,23.58,1
92993263,2020-06-12,62,B,11,21,11,10,UTNPOCA,26RH8AY,6T4GJ3U,,3926909000,CN,CN,3.4,FCN1,G,4.0,2.4,0
28606001,2020-06-12,20,B,11,21,18,40,SMPOM2X,XUFYI6X,Y4WBEZH,,5806320000,CN,CN,8.0,A,B,8.0,2578.4,1
61976690,2020-06-12,30,B,11,21,18,10,4OSUO77,54I6AWO,4YMWWYY,,5705000000,CN,CN,10.0,A,Y,17549.0,733548.2,0
60744792,2020-06-12,39,B,11,21,11,10,9OE5GRV,HN699A1,0HC870L,,8525802090,US,US,0.0,CIT,E,142.2,483721.73999999993,1
40843210,2020-06-12,40,B,11,21,11,10,00RURK1,FPSSN4C,GCPNHU7,,6303920000,CN,CN,13.0,A,B,133.0,4362.4,0
88674057,2020-06-12,30,B,96,21,11,10,DN7LBUR,9SNANY6,TFPX3OG,,4202999000,CN,CN,8.0,A,B,404.2,3920.74,1
64165104,2020-06-12,20,B,11,21,12,40,CZQUPH8,KBKFC75,X2ZKZAR,,6206401000,CN,CN,6.5,E1,E,56.0,1069.6,0
43470745,2020-06-12,20,B,11,21,18,10,DWNJQL8,BQVLXZV,5RU421W,,6204629000,CN,CN,13.0,A,S,10.0,1403.0,0
22854301,2020-06-12,20,B,11,21,11,40,A7POIBB,K8VM7RA,,,3202901000,CN,CN,0.0,FCN1,E,40000.0,21224000.0,0
87620443,2020-06-12,20,B,11,21,11,10,DWNJQL8,GXYQIK4,PSY36L1,,8471900000,US,CA,0.0,C,E,1.2,544.68,1
62158529,2020-06-12,121,B,11,11,43,40,DO8IOFX,H8KI5CF,MM7AEK0,,6208210000,CN,CN,13.0,A,Y,300.0,54300.0,0
13351535,2020-06-12,20,B,11,21,14,10,IN763PF,LHMZ0BH,GI79QVD,,8508702000,US,US,8.0,A,E,4.5,347.40000000000003,1
63068849,2020-06-12,20,B,89,21,43,40,H3RWZG0,KHZJ0ZB,T78G461,,8443311010,HK,MY,0.0,CIT,Y,5225.0,5109005.0,1
70378462,2020-06-12,20,B,11,21,11,50,4QADEO0,XZUI4BF,SPNQCD4,,8501101000,US,US,8.0,A,G,0.4,36.24,0
17724840,2020-06-12,40,B,11,21,11,10,AX4CW6G,Q26DT2H,,,4202921090,CN,CN,8.0,A,E,30.0,18.0,0
66088930,2020-06-12,16,B,94,23,43,10,DJ1IDHC,MHLFDY2,MLUUN0X,,9506310000,JP,JP,8.0,A,E,20.0,8650.0,0
84597488,2020-06-12,30,B,87,21,14,40,B7HSX3C,QFM7ZQF,7ARD3B7,,4202221090,CN,CN,2.4,FCN1,Y,760.2,7297.92,1
86871468,2020-06-12,16,B,11,21,14,50,VUM9E16,7YM7N6W,FMOQEDC,,4010199000,CN,CN,3.2,FCN1,S,16350.0,13791225.0,0
38934150,2020-06-12,40,B,11,21,11,40,FAG093P,S487AOU,,,7106100000,US,US,0.0,FUS1,E,7.7,18965.1,0
55881673,2020-06-12,20,B,11,21,11,10,OZB7KED,P0WTQR0,VM5W6TO,,6211431000,JP,CN,13.0,A,Y,19.8,1025.64,0
43972015,2020-06-12,20,B,11,21,18,40,EC8HJIM,M1BMT8C,UHXDM25,,9405203000,CN,CN,3.2,FCN1,E,530.0,170607.0,1
22924642,2020-06-12,20,B,11,21,14,40,OOLW1MT,7X6PBER,D403SOJ,,206491000,MX,MX,18.0,C,Y,3013.2,1844681.04,0
10191641,2020-06-12,40,B,11,23,18,10,EI3O1IU,P4BQONX,YFQWDNP,,7326909000,VN,KR,8.0,A,E,2.0,3.0,0
80638985,2020-06-12,40,B,11,21,11,40,5PDPMM1,L8MH65F,X3S3PP4,,8411911000,DE,KR,3.0,A,E,1.0,58810.7,0
49096595,2020-06-12,40,B,29,21,11,10,8KW4WLT,EFQR4DU,Q4VG86D,GVKCEG,8462390000,CN,CN,8.0,A,B,140.0,26628.0,0
57553159,2020-06-12,40,B,29,21,11,10,G08G1SQ,4PNOM3M,Z64QME2,,3926909000,CN,CN,3.9,FCN1,E,19.4,11.64,1
42382541,2020-06-12,30,B,87,21,11,40,DWNJQL8,Y78VJVU,0NBIQ24,,8529109300,CN,CN,0.0,CIT,Y,340.0,668100.0,1
50990104,2020-06-12,17,B,11,21,43,10,12WCE9E,1DTLQLF,01FHELM,3JLK6O,910111000,CN,CN,377.3,W2,E,24000.0,4512000.0,1
39286054,2020-06-12,30,B,11,21,43,10,NL3G1LT,YE34BYP,,,9027909099,CN,KR,0.0,C,E,2.0,731.8,0
81923810,2020-06-12,40,B,11,21,11,10,MRTAD2U,Z0U19XA,,,7110390000,JP,JP,3.0,A,E,1.2,221595.48,1
63906862,2020-06-12,20,B,92,21,11,10,T8QITXF,OL03ZVS,1TDY8JC,,8509809000,CN,CN,0.0,FCN1,E,400.0,125640.0,0
71661002,2020-06-12,40,B,94,21,11,40,44F36R4,9HWAUEG,0K4VVG5,EIZP3I,4202221090,CN,CN,2.4,FCN1,B,53.4,512.64,0
17096237,2020-06-12,40,B,11,21,11,40,4W1KQIQ,6I9AQGZ,ANCVJ0X,W6UCD9,2704001010,CN,CN,0.9,FCN1,B,60000.0,7416000.0,0
73971404,2020-06-12,20,B,11,21,11,10,PF1L1IG,VIOBR56,XUCH6FU,,8543709090,US,CA,8.0,A,G,3.7,93.24,0
81118416,2020-06-12,30,B,29,21,43,90,HHBAZKA,IDLWJNA,OS6ELNO,,9013801130,CN,CN,8.0,A,G,530.0,3027519.0,0
79254358,2020-06-12,40,B,11,21,43,10,NMUDCWY,YDQ2GJI,HQE7D7C,,9405409000,US,CN,8.0,A,B,50.0,515.0,0
71318012,2020-06-12,40,B,11,21,11,10,6QOE6PS,XB9RLDS,K81LZDY,,9504909090,CN,CN,0.0,C,Y,226.5,770.1,1
37861678,2020-06-12,40,B,11,21,11,40,FP0PREQ,708A72F,,,3917329000,DE,DE,6.5,C,E,4.4,1277.3200000000002,0
90897979,2020-06-12,30,B,11,21,14,10,3Z185QT,8J1EL5Q,,,904210000,CN,CN,270.0,W2,G,24000.0,24748800.0,0
59166870,2020-06-12,30,B,11,21,11,10,IXHDTKU,4RUJEX6,S03EMSN,VZIZJJ,9405409000,CN,CN,8.0,A,B,38.0,391.4,0
67230416,2020-06-12,20,B,11,21,11,40,J8V7Z6E,LGN9ZMM,PUR3454,VZIZJJ,5603119000,CN,CN,3.2,FCN1,Y,432.0,83462.4,1
81535482,2020-06-12,13,B,11,21,11,10,XXYLIXG,EO8JSYZ,HYJQLTU,,8479909090,VN,US,8.0,A,Y,6.0,1354.1999999999998,0
20127284,2020-06-12,40,B,11,21,43,40,3OWK3KM,45OO4EZ,PJ2V03K,W6UCD9,4602120000,CN,CN,8.0,A,G,25.0,9742.5,1
43601817,2020-06-12,40,B,11,21,11,10,N9MVAE1,EUK66P5,JC5ETY9,,9401799000,CN,CN,0.0,C,G,7500.0,179250.0,0
90197014,2020-06-12,30,B,89,21,21,10,RU9K634,5O3T0NH,4DEPTKX,MWIDNS,6914109000,CN,CN,4.8,FCN1,S,301.0,11919.6,0
82016102,2020-06-12,40,B,11,21,11,10,R2ESN6V,OMFRJE8,6UWO8TQ,,8507909000,CN,CN,3.2,FCN1,E,13.0,70.2,0
80641326,2020-06-12,40,B,11,21,11,40,K43BSIF,XBYNHPT,GFVFFGL,,9023009000,US,KR,0.0,CIT,E,50.0,21700.0,0
83833549,2020-06-13,16,B,11,21,43,10,UDE9U6H,F77KQ1A,VCN2762,N2MO38,8521909000,HK,CN,2.0,C,Y,215.0,194209.5,1
14449233,2020-06-13,40,B,11,21,11,90,QZE38LM,Q1A119S,4AQGIZW,,4802200000,SG,ID,0.0,C,E,14734.0,7378787.2,0
17593888,2020-06-13,20,B,11,21,18,50,VK8SOUK,43U8MJ4,PQ5Y0RZ,,2937199000,IN,IN,0.0,C,N,0.0,0.0,1
31600382,2020-06-13,20,B,11,11,43,10,HFSDVQD,UYTM89H,QANXX3L,,3822002020,GB,GB,0.0,C,E,0.0,0.0,0
95490781,2020-06-13,13,B,94,14,43,10,IX3O6X6,HOSYLTW,BM257FY,VZIZJJ,8483309000,DE,DE,0.0,FEU1,Y,27.8,686.66,0
39809097,2020-06-13,20,B,11,21,11,10,QK9EHSC,708A72F,LOH3VUX,,3926200000,CN,CN,1.9,FCN1,G,20.0,946.0,1
46517336,2020-06-13,20,B,11,21,18,40,OQY4ZUC,X2DEOM6,XIP4TF9,,8454909000,JP,JP,8.0,A,E,15.0,9646.5,0
16270542,2020-06-13,30,B,11,21,11,10,GS1EHW7,Y7K2P0D,56M1HZA,5I78ZR,8803302000,TR,TR,0.0,A,E,205.6,587173.04,0
42011002,2020-06-13,13,B,11,21,11,10,P5AEZQF,BWKUUII,PRVNQVS,,1701142000,BR,BR,3.0,A,B,48000.0,7300800.0,0
31697511,2020-06-13,20,B,11,21,11,10,IGMGKXM,NP2WF8Z,VFO5O5E,W6UCD9,8543709090,US,IN,8.0,A,S,0.7,17.639999999999997,0
57155933,2020-06-13,40,B,11,14,11,40,S1N2WHR,XKEK876,OOHVJZ2,,7504001000,JP,JP,5.0,C,E,10049.0,23892502.4,0
43183298,2020-06-13,20,B,11,21,11,10,UFO3ZSU,K4ZMK1R,UIPB0H6,,3909400000,US,US,0.0,FUS1,E,1542.0,923041.2,0
95951112,2020-06-13,40,B,88,11,43,40,Q9ZG6R5,LKLW7TP,NF9YEM6,MWIDNS,6307909000,CN,CN,4.0,FCN1,G,108.0,248.4,0
70908233,2020-06-13,40,B,11,21,11,40,PF1L1IG,4TNV14J,ES6KNJT,,8308101000,CH,CH,0.0,FEF1,Y,0.1,14.43,0
34944106,2020-06-13,40,B,15,21,11,40,KTLIBXS,E5LKSCS,7B6MAYT,MWIDNS,6214200000,JP,JP,8.0,A,G,6.6,752.4,0
77860539,2020-06-13,20,B,11,21,11,10,PF1L1IG,1ADPYN3,VH8BK8T,,3926909000,CN,CN,6.5,C,E,13.0,7.8,1
20499600,2020-06-13,40,B,11,13,11,40,EAO05UQ,H27ZHR5,ELMMZZD,VZIZJJ,4202921010,CN,CN,8.0,A,S,15.0,1738.5,0
71547764,2020-06-13,20,B,11,21,11,40,7E5Q6X6,4DBM5TA,,,4823909090,CN,CN,0.0,C,E,5.0,46.0,1
15181037,2020-06-13,16,B,11,21,43,10,I768TB2,DTBL7MH,OUM3C4K,EIZP3I,9013200000,US,US,0.0,FUS1,E,3.0,1546.1999999999998,1
25583578,2020-06-13,40,B,11,21,11,10,2ZOTTLU,F4LID8B,530LFCI,,9503003200,CN,CN,0.0,C,S,15.0,9027.0,0
40600317,2020-06-13,30,B,11,21,11,10,8N9D20E,FLJWTFI,N28D5OI,EIZP3I,703101000,CN,CN,135.0,W2,S,24000.0,2272800.0,0
35689614,2020-06-14,13,B,11,21,13,40,FXK30O6,SOIHF4Y,9UP4MN8,,7117199000,CN,CN,8.0,A,E,200.7,361.26,0
78559987,2020-06-14,40,B,94,21,11,10,1U0VYZN,OBS4FMN,KV5PS72,,8517626090,CN,CN,0.0,CIT,E,31.6,4582.0,0
92378007,2020-06-14,40,B,11,21,43,40,F86LJJM,BC59WYO,D67DXHH,W6UCD9,8211920000,CN,CN,0.0,FCN1,B,2150.0,3662740.0,0
69303931,2020-06-14,120,B,96,21,14,90,W6GJQ9Q,S4DTUU7,KG56OZ3,MWIDNS,8473309090,US,CN,0.0,C,B,2.0,156.0,1
43536741,2020-06-14,30,B,11,26,13,10,7GHJ33J,P3C8G4Y,EKG8LRV,,710807000,CN,CN,27.0,C,Y,60000.0,15912000.0,0
78259387,2020-06-14,30,B,11,11,0,40,1BDZYU4,I0SMDDZ,V2XXVRF,,8543702020,US,KR,8.0,A,S,15.3,4498.2,0
31883431,2020-06-14,40,B,11,21,11,10,Z7L3ZTJ,0IX7TVZ,NEQUZ08,,4401310000,RU,RU,2.0,A,B,5300000.0,201930000.0,0
83016136,2020-06-14,20,B,11,21,11,10,SM89FYN,OQBSZDG,FOXW3ID,LC6XBR,6211431000,CN,CN,13.0,A,E,15.0,777.0,0
88019924,2020-06-14,30,B,11,21,18,10,DWNJQL8,LTS62T7,,,1208900000,CN,CN,0.0,FCN1,Y,15600.0,5750160.0,0
70734657,2020-06-14,20,B,11,21,18,40,DGIRSXL,QTPRNFF,VK7E52J,,8803301000,US,GB,0.0,A,G,7.0,16562.7,0
21797819,2020-06-14,30,B,15,21,18,40,6I8M76G,JDDMVP0,CNEV7BC,618AAX,3923300000,CN,CN,3.9,FCN1,E,1482.0,14968.2,1
66706727,2020-06-15,40,B,11,21,11,10,2ODETN4,L3NIJCB,UAQQP6I,W6UCD9,8418501000,US,US,8.0,A,E,1900.0,831060.0,0
10945397,2020-06-15,16,B,11,11,18,10,HUIUK4E,7NKP39V,O9QXSRZ,,9405103000,IT,IT,8.0,A,S,44.6,2872.24,1
67674785,2020-06-15,30,B,11,21,11,10,D8H8J51,06F7EWI,YFFEMLY,,3926400000,CN,CN,0.0,FCN1,E,128.7,501.93,0
38814375,2020-06-15,40,B,87,21,43,40,EX4Q9G2,FFRHPVO,1NYE9WJ,,6203421000,VN,VN,0.0,FVN1,B,3092.0,1031182.0,0
99953023,2020-06-15,40,B,11,28,43,40,XCIAAPR,RYIJD7U,IKJWQU1,3JLK6O,3926909000,CN,CN,3.9,FCN1,E,20.0,12.0,0
16529122,2020-06-15,40,B,80,21,11,10,5JVKX6N,3WDK65Q,NOHOR9N,,8544492090,CN,CN,8.0,A,S,1.5,475.8,0
11627868,2020-06-15,40,B,11,21,11,10,DO8IOFX,0FWRXQQ,7B6MAYT,,3206110000,AU,AU,0.0,FAU1,Y,4000.0,1990400.0,0
84722192,2020-06-15,40,B,11,21,11,10,6V0LO4Q,54IDI90,R2ZBO3I,,8708999000,CN,CN,8.0,A,G,40.0,280.0,1
10617259,2020-06-15,40,B,88,21,11,10,MRCDA0F,E0D3YUZ,SXT75FZ,,4203301090,KR,ES,13.0,A,E,3.2,1095.68,1
81431373,2020-06-15,40,B,11,21,43,10,EDQK0LQ,5F4GM27,GCPNHU7,,7204490000,US,US,0.0,A,E,14190.0,38313.0,0
78639849,2020-06-15,40,B,11,21,11,40,KXJKVNF,3Z5L1PO,,,9401699000,CN,CN,0.0,C,E,900.0,64620.0,1
33693866,2020-06-15,40,B,11,21,11,10,P62D48C,J1QD5ZU,RQXMNIE,,9025191000,CN,CN,0.0,CIT,E,6.0,637.2,0
37844301,2020-06-15,40,B,11,21,11,10,1RZFN63,RRO4H7A,4G85VGZ,,6109101000,CN,VN,0.0,FVN1,E,1536.9,23975.64,0
68781990,2020-06-15,33,B,29,21,11,40,CUSAU8B,UGN0ITF,PIO268D,,4818200000,US,US,0.0,C,Y,3816.0,91584.0,0
90777195,2020-06-15,20,B,11,21,21,40,NN47CLJ,RZ3OCM3,6GF0GCI,,9003199000,DK,DK,0.0,FEU1,E,0.4,86.44,0
45903438,2020-06-15,20,B,11,21,11,10,HHBAZKA,1WJWDM4,Q349OD8,MAD31N,9401909000,VN,VN,0.0,FVN1,S,1668.0,59714.4,1
70540618,2020-06-15,40,B,11,21,11,40,SC03Z0S,YHMWKMJ,P4N7ARF,,8536909090,TH,TH,0.0,FAS1,Y,198.0,7761.6,0
49127272,2020-06-15,20,B,11,21,11,10,5XHS2TE,2QL5FWQ,NPKQ6XY,W6UCD9,5911900000,GB,GB,8.0,A,B,2.2,13.2,0
19012170,2020-06-15,16,B,11,21,11,10,NVHDD70,9C2R4NY,0SUGSF9,,6204330000,CN,CN,13.0,FCN1,G,21.1,5304.540000000001,0
30338562,2020-06-15,20,B,11,21,43,40,OZB7KED,O6T3JFQ,O2CNZY0,,710807000,CN,CN,27.0,C,B,120000.0,31824000.0,1
